,title,budget,production_companies,popularity,imdb_score,names
213,Fury,7470,"Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films, Sony Pictures, Huayi Brothers Pictures",90.378,5.51,Just for Laughs Starring Howie Mandel
214,The Incredible Hulk,9821,"Marvel Studios, Valhalla Motion Pictures",52.734,2.15,Halsha Me-ha ue / Tokyo Kurds
215,Kick-Ass,384,"Marv Films, Lionsgate, Plan B Entertainment, Mandate International",38.557,7.54,The Last Western Heretic
216,"I, Robot",2426,"Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG",27.677,6.12,Tough love 8
217,No Country for Old Men,4920,"Miramax, Scott Rudin Productions, Mike Zoss Productions, Paramount Vantage",33.115,2.24,Tales of Red Chamber
218,Rise of the Planet of the Apes,9367,"Dune Entertainment III, Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox",38.032,7.7,Drum
219,Ocean's Eleven,6517,"Village Roadshow Pictures, NPV Entertainment, Jerry Weintraub Productions, Section Eight, Warner Bros. Pictures",39.17,8.99,Lynch/Oz
220,The Sixth Sense,2633,"Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions",32.836,1.84,Go for Zucker
221,Scarface,2244,Universal Pictures,54.199,7.51,"Right Here, Right Now"
222,Prisoners,1294,"Madhouse Entertainment, Alcon Entertainment, 8:38 Productions, Warner Bros. Pictures, Summit Entertainment",35.085,1.91,The Star Wars Holiday Special
223,American History X,9038,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",36.427,9.02,Sinners in the Hands of an Angry God
224,The Conjuring,7142,"Evergreen Media Group, New Line Cinema, The Safran Company",105.394,3.57,Dove sono
225,The Fault in Our Stars,6249,"TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment",30.209,9.32,Muskurahatein
226,The Notebook,6869,"New Line Cinema, Avery Pix, Gran Via Productions",55.483,2.35,Sway
227,12 Years a Slave,8419,"New Regency Pictures, Plan B Entertainment, River Road Entertainment, Regency Enterprises, Film4 Productions",34.808,6.49,Rock N Roll's Greatest Teen Idols
228,2001: A Space Odyssey,1717,"Stanley Kubrick Productions, Metro-Goldwyn-Mayer",48.932,7.71,D.C. Sniper
229,In Time,1087,"New Regency Pictures, Strike Entertainment",67.242,8.02,"Today, Together"
230,Aladdin,923,"Walt Disney Pictures, Walt Disney Feature Animation",52.027,6.31,Jusqu'à la mer
231,Green Book,5247,"Participant, DreamWorks Pictures, Cinetic Media",34.768,4.74,Threesome Massage
232,Tangled,2233,"Walt Disney Animation Studios, Walt Disney Pictures",84.14,9.41,Chhota Bheem: Journey to Petra
233,Cast Away,9434,"Playtone, ImageMovers, 20th Century Fox, DreamWorks Pictures",32.387,9.71,Un mar de cenizas
234,X-Men,5765,"The Donners' Company, Bad Hat Harry Productions, 20th Century Fox",1.259,6.08,Sun Rave
235,Despicable Me 2,2145,"Illumination, Universal Pictures",46.283,2.71,The Revenge of Roger
236,Kung Fu Panda,11,"DreamWorks Animation, Paramount",52.866,6.88,The City
237,Transformers,436,"DreamWorks Pictures, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production",10.172,1.42,Bluetooth Love
238,E.T. the Extra-Terrestrial,5472,"Universal Pictures, Amblin Entertainment",50.334,9.48,Thalli Pogathey
239,Taken,5071,"Wintergreen Productions, EuropaCorp, M6 Films, Grive Productions, TPS Star, M6, All Pictures Media, 20th Century Fox, Canal+",58.646,7.89,最终幻想30周年音乐集
240,Jurassic World: Fallen Kingdom,2572,"Amblin Entertainment, Universal Pictures",44.365,7.04,Al Hawaii
241,The Big Lebowski,2129,"Gramercy Pictures, PolyGram Filmed Entertainment, Working Title Films",30.996,7.84,Elvis' Grave
242,Dawn of the Planet of the Apes,7477,"TSG Entertainment, Chernin Entertainment, Ingenious Media",59.336,7.06,Poison Lips
243,Dead Poets Society,7018,"Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production, Witt/Thomas Productions",38.942,9.9,Threads of Homeland
244,Fantastic Beasts: The Crimes of Grindelwald,1976,"Warner Bros. Pictures, Heyday Films",29.783,2.35,The Past of Mary Holmes
245,Die Hard,2310,"Gordon Company, Silver Pictures, 20th Century Fox",36.754,8.12,Lettera H
246,Now You See Me 2,3212,"Summit Entertainment, Lionsgate, K/O Paper Products, TIK Films",33.753,8.85,It's Not You
247,Home Alone,4269,"Hughes Entertainment, 20th Century Fox",1.826,6.84,Haiku
248,The Matrix Reloaded,3132,"Village Roadshow Pictures, Silver Pictures, NPV Entertainment",44.605,5.28,For Two Cents
249,Madagascar,410,"DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",54.83,6.51,Double Mommy
250,The Theory of Everything,4643,Working Title Films,20.867,4.74,Kapil Sharma: I'm Not Done Yet
251,Nightcrawler,3157,"Sierra/Affinity, Bold Films",44.274,7.99,Dynamic Booty 6
252,Oblivion,8878,"Universal Pictures, Relativity Media, Monolith Pictures (III), Chernin Entertainment, Radical Studios",30.901,3.62,Schrödinger's Deserted Island
253,Bruce Almighty,9006,"Pit Bull Productions, Spyglass Entertainment, Universal Pictures, Shady Acres Entertainment",33.909,1.15,1-800PhoneSEX-2
254,Gran Torino,9921,"Matten Productions, Double Nickel Entertainment, Gerber Pictures, Malpaso Productions, Village Roadshow Pictures, WV Films IV, Warner Bros. Pictures",35.849,6.44,KTKL-042 Small Devil Anal Extinct Followers Hundreds Of Thousands Exceeding Popular SNS Outline Soaking A Girl Mahiro Chan's Off Paco Movie For The First Time In Japan
255,Minions,1291,"Illumination, Universal Pictures",26.414,3.63,Submissive Omission
256,Casino Royale,735,"Eon Productions, Stillking Films, Columbia Pictures, Studio Babelsberg, Danjaq, Casino Royale Productions, Metro-Goldwyn-Mayer",43.407,8.07,The Exodus
257,The Fifth Element,4129,"Gaumont, Buena Vista International",49.67,6.24,Sigur Rós: Valtari Film Experiment
258,Slumdog Millionaire,7737,"Celador Films, Film4 Productions",22.969,4.75,Exit Plan
259,Monsters University,7397,"Pixar, Walt Disney Pictures",44.116,5.9,Moon Man
260,Limitless,2134,"Relativity Media, Virgin Produced, Many Rivers Productions, Boy of the Year, Rogue Pictures, Mandate International",33.384,2.1,Headlock
261,Spectre,6072,"Columbia Pictures, Metro-Goldwyn-Mayer, Eon Productions",33.598,7.77,Anal Desires
262,The Perks of Being a Wallflower,5654,Mr. Mudd Production,40.616,7.5,El hijo del charro negro
263,Pan's Labyrinth,3469,"Estudios Picasso, Esperanto Filmoj, Tequila Gang, Telecinco Cinema",35.672,4.27,Ada et ses amis
264,Jumanji,957,"TriStar Pictures, Interscope Communications, Teitler Film, PolyGram Filmed Entertainment",13.444,5.92,Los celos de Cándida
265,Avatar: The Way of Water,815,"20th Century Studios, Lightstorm Entertainment",241.285,7.89,Söderkåkar
266,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",8674,"Walt Disney Pictures, Walden Media, C.S. Lewis Company",123.542,8.05,Night Realm
267,X-Men Origins: Wolverine,5557,"The Donners' Company, Seed Productions, 20th Century Fox",4.317,2.58,الزواج والصيف
268,American Psycho,2493,"Muse Productions, Pressman Film, Lionsgate",55.224,5.29,A Luta Continua (The Struggle Continues)
269,The Hangover Part II,4703,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures",51.808,1.95,Blood House
270,Sherlock Holmes: A Game of Shadows,9392,"Warner Bros. Pictures, Village Roadshow Pictures, Silver Pictures, Wigram Productions, Lin Pictures",31.501,2.02,Golden girls 6
271,The Fate of the Furious,8368,"Original Film, One Race, Universal Pictures",56.124,3.73,Botellón
272,John Wick: Chapter 3 - Parabellum,7928,"Thunder Road, Lionsgate, 87Eleven",80.825,3.28,너에게 받은 흔적
273,Kong: Skull Island,2738,"Legendary Pictures, Tencent Pictures",39.514,1.95,Funeral in the Park
274,Back to the Future Part III,4354,"Universal Pictures, Amblin Entertainment",33.735,5.04,Stavisky...
275,Men in Black 3,8515,"Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+MacDonald Image Nation, Imagenation Abu Dhabi FZ",35.497,6.75,Writers Retreat
276,Maze Runner: The Scorch Trials,5931,"Temple Hill Entertainment, Gotham Group, TSG Entertainment, 20th Century Fox",42.487,6.92,The Final Chapter
277,Full Metal Jacket,7272,"Natant, Stanley Kubrick Productions, Warner Bros. Pictures",40.541,9.29,Beastly
278,21 Jump Street,4808,"Columbia Pictures, Relativity Media, Original Film, Metro-Goldwyn-Mayer",31.405,4.19,Who's Next?
279,One Flew Over the Cuckoo's Nest,1599,Fantasy Films,36.673,6.44,The Toaster
280,Looper,9105,"TriStar Pictures, FilmDistrict, Endgame Entertainment, DMG Entertainment, Ram Bergman Productions, FilmNation Entertainment",31.34,4.06,"Hop, děti, do života"
281,The Usual Suspects,5874,"Bad Hat Harry Productions, Blue Parrot Productions",30.858,4.75,Long Live the Republic
282,Zodiac,8216,"Paramount, Phoenix Pictures, Warner Bros. Pictures",36.465,7.64,Not a Game
283,Mr. & Mrs. Smith,1920,"Epsilon Motion Pictures, Weed Road Pictures, Regency Enterprises, New Regency Pictures, Summit Entertainment, 20th Century Fox",32.545,1.54,My Mate Manchester United
284,Kingsman: The Golden Circle,6264,"20th Century Fox, Marv Films, Cloudy Productions, TSG Entertainment, Shangri-La Entertainment",47.359,3.0,Blender
285,Jaws,9103,"Zanuck/Brown Productions, Universal Pictures",34.492,8.91,Istanbul 79
286,Night at the Museum,2189,"1492 Pictures, 21 Laps Entertainment, 20th Century Fox, Ingenious Media, Sun Canada Productions",39.701,1.31,The Butler
287,A Beautiful Mind,4493,"Universal Pictures, Imagine Entertainment, DreamWorks Pictures",36.253,6.47,Lovely Trash
288,Soul,3438,"Walt Disney Pictures, Pixar",48.876,7.88,Thanatophobia
289,Dune,2470,Legendary Pictures,75.848,7.19,Sex in the Ancient World: Prostitution in Pompeii
290,"Three Billboards Outside Ebbing, Missouri",5085,"Blueprint Pictures, Cutting Edge Group, Fox Searchlight Pictures, Film4 Productions",23.357,9.92,Saghaye Pooshali
291,Miss Peregrine's Home for Peculiar Children,4060,"Big Screen Productions, Chernin Entertainment, Tim Burton Productions, SCOPE Pictures, TSG Entertainment, Ingenious Media, 20th Century Fox, St. Petersburg Clearwater Film Commision",39.951,6.35,MEAL
292,The Mask,2308,"Dark Horse Entertainment, New Line Cinema",39.592,7.47,Snart 17
293,Troy,1808,"Warner Bros. Pictures, Plan B Entertainment, Nimar Studios, Radiant Productions, Helena Productions, Latina Pictures",55.474,3.94,"Deslocamento, Paraíso e Caos"
294,Braveheart,8318,"Icon Entertainment International, The Ladd Company, B.H. Finance C.V.",33.766,2.33,Dehors novembre
295,Star Trek,2308,"Paramount, Spyglass Entertainment, Bad Robot",43.385,8.42,MONA
296,Indiana Jones and the Last Crusade,4998,"Paramount, Lucasfilm Ltd.",52.439,4.61,Ninagai Nanu
297,Black Widow,1560,Marvel Studios,56.256,4.82,Triptych o láske
298,Psycho,2797,Shamley Productions,51.373,7.21,Life Is Getting Quite Exciting
299,Murder on the Orient Express,5012,"The Mark Gordon Company, Scott Free Productions, Genre Films, 20th Century Fox",37.493,8.83,Savage State
300,Men in Black II,9573,"Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Image Nation",32.556,4.33,The Foxicle
301,Bird Box,1168,"Bluegrass Films, Chris Morgan Productions",27.913,4.3,The Dress
302,Mission: Impossible - Ghost Protocol,5498,"Paramount, Bad Robot, TC Productions, Skydance",59.649,1.08,CARE BEARS: WONDERLAND WISHES
303,The Fast and the Furious,3058,"Ardustry Entertainment, Universal Pictures, Original Film, Mediastream Film GmbH & Co. Productions KG",5.398,4.83,No One Will Play with Me
304,Zack Snyder's Justice League,2530,"Warner Bros. Pictures, The Stone Quarry, Atlas Entertainment, Access Entertainment, Dune Entertainment, DC Films",130.69,5.12,Shubhadinam
305,Venom: Let There Be Carnage,5910,"Marvel Entertainment, Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Arad Productions",89.985,1.46,Voice
306,Requiem for a Dream,3412,"Artisan Entertainment, Thousand Words, Protozoa Pictures",16.408,1.51,Sexxxotica 14
307,The Pursuit of Happyness,9723,"Escape Artists, Relativity Media, Columbia Pictures, Overbrook Entertainment",42.153,7.5,Love in Our Time
308,The Matrix Revolutions,2594,"Village Roadshow Pictures, NPV Entertainment, Silver Pictures",33.434,2.48,Porn Star Brides 3
309,Toy Story 4,7452,"Walt Disney Pictures, Pixar",61.083,4.92,Sex Slaves
310,Ice Age: The Meltdown,4838,"20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",54.381,9.06,Küß mich noch einmal!
311,Godzilla vs. Kong,7524,Legendary Pictures,99.005,5.47,The Hallway Monitor
312,Frozen II,1789,"Walt Disney Pictures, Walt Disney Animation Studios",70.221,5.85,Il Signor Rossi e la Costituzione
313,Into the Wild,5496,"River Road Entertainment, Paramount Vantage, Into the Wild, The Linson Company, Square One C.I.H.",30.993,1.47,GOBLIN
314,Trainspotting,9902,"Noel Gay Motion Picture Company, Figment Films, Film4 Productions, Miramax",27.042,8.66,Mortal Remains
315,X-Men: The Last Stand,8617,"The Donners' Company, 20th Century Fox",1.071,4.89,Little Red Walking Hood
316,The Wolverine,2743,"The Donners' Company, 20th Century Fox",7.797,2.83,WWE In Your House
317,Hidden Figures,6247,"Fox 2000 Pictures, Levantine Films, Chernin Entertainment, 20th Century Fox",70.299,9.94,Alex Williamson Live
318,Hancock,9491,"GH Three, Columbia Pictures, Relativity Media, Blue Light, Weed Road Pictures, Forward Pass, Overbrook Entertainment",29.808,6.62,地から
319,How to Train Your Dragon 2,1049,"DreamWorks Animation, Mad Hatter Entertainment, Vertigo Entertainment, 20th Century Fox",42.798,4.53,Sam's Song
320,Mulan,2763,"Walt Disney Pictures, Walt Disney Feature Animation",73.011,8.92,崔健2006北京不插电演唱会
321,Snowpiercer,3641,"CJ Entertainment, Opus Pictures, Stillking Films, Moho Film, Union Investment Partners, RADiUS-TWC, The Weinstein Company, SnowPiercer",34.597,8.37,Uma Homenagem a Aluízio Netto
322,Sonic the Hedgehog,8958,"Original Film, Blur Studio, Marza Animation Planet, Paramount, SEGA",53.708,9.74,Swingin' Models
323,Independence Day,4808,"20th Century Fox, Centropolis Entertainment",33.606,5.69,A Mero Hajur 2
324,Million Dollar Baby,1195,"Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, Albert S. Ruddy Productions, Warner Bros. Pictures",20.717,6.99,Tamper Oh No (Part II)
325,The Greatest Showman,9952,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",33.346,2.58,Chiemgauer Volkstheater - Da Brezensalzer
326,Shazam!,6700,"New Line Cinema, The Safran Company, Seven Bucks Productions, DC Films",32.755,5.41,Ťažká muzika z Terchovej
327,Fantastic Four,5572,"Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG, 1492 Pictures, Marvel Enterprises, 20th Century Fox, Bernd Eichinger Productions, Constantin Film",23.572,2.11,Apuntes (1990-2003) - El sol del membrillo
328,Aliens,8514,"Brandywine Productions, SLM Production Group, 20th Century Fox",49.209,1.66,Uaoen
329,Tenet,1362,"Warner Bros. Pictures, Syncopy",44.025,5.97,The Brexit Effect: How Leaving The EU Hit The UK
330,Jojo Rabbit,8735,"Fox Searchlight Pictures, Defender Films, Piki Films, TSG Entertainment, Czech Anglo Productions",22.567,5.08,Salam
331,District 9,428,"TriStar Pictures, Block / Hanson, WingNut Films, District 9",35.709,2.83,Juste pour rire 2014 - Les anglos
332,Room,3962,"Elevation Pictures, Téléfilm Canada, Element Pictures, FilmNation Entertainment, No Trace Camping, Film4 Productions, Fís Éireann/Screen Ireland",17.002,9.54,The Congress of Nations
333,Home Alone 2: Lost in New York,2488,"20th Century Fox, Hughes Entertainment",40.283,5.26,"Drowning In And Teased With Relentless Cunnilingus and Sticky Kisses, The President’s Secretary Makes A Cuckold Of Her Husband. Marin Hinata"
334,The Da Vinci Code,1934,"Imagine Entertainment, Skylark Productions",30.602,3.1,The Nest
335,The Bourne Identity,2489,"Universal Pictures, Hypnotic, Kalima Productions, Stillking Films, The Kennedy/Marshall Company",31.217,4.44,The Lighthouse
336,The Twilight Saga: New Moon,8447,"Summit Entertainment, Temple Hill Entertainment, Maverick Films, Imprint Entertainment, Sunswept Entertainment",43.688,3.75,"Sudden Street Corner Nipple Restraint Trans BDSM. I'll Restrain You So You Can't Move And Play With Your Nipples! Mei Satsuki, Kasumi Tsukino."
337,Encanto,2718,"Walt Disney Animation Studios, Walt Disney Pictures",147.124,9.7,Pornstars International 18
338,Unbreakable,4233,"Limited Edition Productions Inc., Barry Mendel Productions, Blinding Edge Pictures, Touchstone Pictures",23.98,3.34,Mordet På Jannick
339,Star Trek Into Darkness,2559,"Bad Robot, Paramount, Skydance",35.898,9.05,The Sadval
340,The Batman,3297,"6th & Idaho, Dylan Clark Productions, DC Films, Warner Bros. Pictures",100.817,8.65,친위대2
341,A Bug's Life,1231,"Pixar, Walt Disney Pictures",58.168,1.39,Юморески Валентина Катаева
342,xXx: Return of Xander Cage,8941,"Rox Productions, Revolution Studios, Maple Cage Productions, Huahua Media, Roth-Kirschenbaum Films, Shanghai Film Group, One Race, Paramount",60.062,1.13,Echthaar
343,Cruella,6637,"Walt Disney Pictures, Gunn Films, Marc Platt Productions",77.792,7.16,Shugaley 3: The Return
344,Indiana Jones and the Temple of Doom,2763,"Paramount, Lucasfilm Ltd.",53.304,7.05,Legends in Concert: Louis Armstrong: Satchmo at His Best
345,Watchmen,4225,"DC Comics, Lawrence Gordon Productions, Legendary Pictures, Warner Bros. Pictures, Paramount, Cruel & Unusual Films",52.384,1.6,"Maids:Docile and Invisible, A Story on Domestic Worker"
346,The Nightmare Before Christmas,4258,"Tim Burton Productions, Skellington Productions Inc., Touchstone Pictures, Walt Disney Pictures",106.816,8.27,Anthropo
347,Shang-Chi and the Legend of the Ten Rings,3369,Marvel Studios,89.764,3.39,Frame Line
348,Alita: Battle Angel,9333,"Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment",47.667,3.13,Time for Caring
349,365 Days,9126,"Ekipa, Future Space, Next Film, TVN Group",32.781,7.65,What are you going to do in the summer?
350,Godzilla,3299,Legendary Pictures,44.153,8.58,The Law’s Decree
351,The Twilight Saga: Breaking Dawn - Part 2,900,"Summit Entertainment, Temple Hill Entertainment, Sunswept Entertainment, Lionsgate",60.798,8.27,チュンゲリア
